pc1,pc2,usage_kwh,hour,load_type
-0.6374738,-0.024699569,12.742499999999998,0.37499999999999983,0.0
-0.61713815,0.23846859,4.697499999999999,1.3749999999999998,0.0
-0.5289638,0.5572096,4.7099999999999955,2.375,0.0
-0.370479,0.89650315,4.7174999999999985,3.375,0.0
-0.023419516,1.1507014,4.6699999999999955,4.375,0.0
0.58367044,1.1210269,4.689999999999996,5.375,0.0
0.85255265,0.942334,4.569999999999997,6.375000000000001,0.0
0.86338973,0.54223484,5.327499999999991,7.375,0.0
0.7695843,0.12094039,48.34,8.375,0.0
0.68147296,-0.077806175,71.6475,9.374999999999998,0.0
0.6422286,-0.514117,64.32499999999999,10.375000000000002,1.0
0.20907445,-0.26538455,67.815,11.375,0.5
0.32561648,-0.2944739,25.81999999999999,12.374999999999998,0.5
0.4419584,-0.55512476,61.2625,13.375,1.0
0.30744144,-0.5864927,70.22749999999999,14.374999999999998,1.0
0.1946401,-0.6253503,61.95499999999999,15.374999999999998,1.0
-0.0621858,-0.6086072,57.2425,16.375,1.0
-0.32142588,-0.35581195,55.62749999999999,17.375,1.0
-0.5330068,-0.22848487,37.135,18.375,0.5
-0.8342539,-0.24405035,39.4025,19.374999999999996,0.5
-0.9669978,-0.09275943,39.0875,20.375,0.5
-0.72845805,0.040994123,39.17999999999999,21.375,1.0
-0.564434,-0.017613456,37.86249999999999,22.375,1.0
-0.517804,-0.07997587,36.50249999999999,23.375,0.5
-0.5635425,-0.02087009,44.802499999999995,0.37499999999999983,0.0
-0.5561173,0.18553516,35.8925,1.3749999999999998,0.0
-0.51801705,0.39807868,35.485,2.375,0.0
-0.42860273,0.6157027,37.8075,3.375,0.0
-0.24622007,0.787963,37.707499999999996,4.375,0.0
0.06560034,0.80936706,38.654999999999994,5.375,0.0
0.36227065,0.66859233,38.86249999999999,6.375000000000001,0.0
0.48748708,0.463759,37.845,7.375,0.0
0.5464124,0.20048098,56.942499999999995,8.375,0.0
0.5587019,-0.017324686,86.4375,9.374999999999998,0.0
0.6598238,-0.54404074,116.29499999999999,10.375000000000002,1.0
0.23326176,-0.30700117,138.305,11.375,0.5
0.4804666,-0.38330364,46.915,12.374999999999998,0.5
0.60126865,-0.66517645,80.42500000000001,13.375,1.0
0.48571697,-0.6457862,107.1875,14.374999999999998,1.0
0.5654786,-0.7417626,106.77,15.374999999999998,1.0
0.45865053,-0.7677764,123.57750000000001,16.375,1.0
0.33345544,-0.61208105,109.5,17.375,1.0
0.1975714,-0.5137032,95.58749999999999,18.375,0.5
0.08938097,-0.5339463,129.0975,19.374999999999996,0.5
-0.13524528,-0.32441604,114.9775,20.375,0.5
-0.14406468,-0.15272146,70.8225,21.375,1.0
-0.0647393,-0.20116657,80.765,22.375,1.0
-0.11615694,-0.18531856,67.79749999999999,23.375,0.5
-0.23290513,-0.059600085,61.370000000000005,0.37499999999999983,0.0
-0.21600966,0.17811914,38.25,1.3749999999999998,0.0
-0.14845607,0.30892527,63.0,2.375,0.0
-0.114225335,0.45890045,56.21499999999999,3.375,0.0
-0.021237018,0.6547444,40.5,4.375,0.0
0.2303629,0.71277195,54.015,5.375,0.0
0.53260815,0.51773655,72.045,6.375000000000001,0.0
0.6143962,0.2860952,75.92750000000001,7.375,0.0
0.59686244,0.14477399,56.28499999999999,8.375,0.0
0.64373124,-0.031160146,73.2775,9.374999999999998,0.0
0.74349844,-0.5280396,98.11,10.375000000000002,1.0
0.316295,-0.3091128,116.435,11.375,0.5
0.5406039,-0.3454528,34.13499999999999,12.374999999999998,0.5
0.6907021,-0.697083,91.79250000000002,13.375,1.0
0.53563565,-0.6570624,110.8625,14.374999999999998,1.0
0.59223604,-0.69203365,94.58,15.374999999999998,1.0
0.50071037,-0.71407676,90.20750000000001,16.375,1.0
0.36883608,-0.57880247,96.3125,17.375,1.0
0.23482896,-0.49341488,83.5375,18.375,0.5
0.12298892,-0.47813118,107.00999999999999,19.374999999999996,0.5
-0.06662441,-0.2885103,86.2,20.375,0.5
-0.06804609,-0.15744466,71.2075,21.375,1.0
0.006700745,-0.17237374,82.035,22.375,1.0
-0.064225815,-0.09087935,40.465,23.375,0.5
-0.06104163,-0.09950206,63.262499999999996,0.37499999999999983,0.0
-0.055715956,0.05762592,82.395,1.3749999999999998,0.0
0.02343451,0.21724415,77.21000000000001,2.375,0.0
0.115302294,0.3186502,71.66749999999999,3.375,0.0
0.2303396,0.3066495,79.73750000000001,4.375,0.0
0.30659127,0.21074855,77.07,5.375,0.0
0.32846132,0.109565526,74.2225,6.375000000000001,0.0
0.3149685,0.105943084,55.394999999999996,7.375,0.0
0.33342785,0.09381823,37.512499999999996,8.375,0.0
0.36318934,-0.014943004,44.66749999999999,9.374999999999998,0.0
0.5103827,-0.3599009,52.485,10.375000000000002,1.0
0.3181864,-0.0747326,53.59499999999999,11.375,0.5
0.3915506,-0.11807954,18.91749999999999,12.374999999999998,0.5
0.5102902,-0.3120923,43.3975,13.375,1.0
0.5376103,-0.37764513,62.730000000000004,14.374999999999998,1.0
0.51851875,-0.43473673,62.397499999999994,15.374999999999998,1.0
0.3981139,-0.39014256,46.79999999999999,16.375,1.0
0.29890156,-0.30512714,37.495000000000005,17.375,1.0
0.17647083,-0.23370796,31.382499999999993,18.375,0.5
0.06628343,-0.22828233,36.155,19.374999999999996,0.5
-0.06834993,-0.1632618,38.6825,20.375,0.5
-0.123778455,-0.089479506,39.095,21.375,1.0
-0.1292681,-0.0486705,36.449999999999996,22.375,1.0
-0.17843468,-0.041587174,30.672499999999985,23.375,0.5
-0.3049965,0.012294039,29.045,0.37499999999999983,0.0
-0.39496702,0.11199494,38.85499999999999,1.3749999999999998,0.0
-0.44574073,0.19293305,38.34,2.375,0.0
-0.45819935,0.21956775,39.557500000000005,3.375,0.0
-0.43066958,0.20514053,39.42999999999999,4.375,0.0
-0.39455277,0.21943499,24.45999999999999,5.375,0.0
-0.3215371,0.25828344,4.959999999999992,6.375000000000001,0.0
-0.18180458,0.2661725,4.762499999999991,7.375,0.0
-0.04578983,0.24931458,4.772499999999991,8.375,0.0
0.019909939,0.18278348,5.112500000000001,9.374999999999998,0.0
0.091315605,0.0893182,5.1574999999999935,10.375000000000002,0.0
0.09562073,-0.03136891,4.994999999999998,11.375,0.0
0.046464868,-0.12661451,5.094999999999997,12.374999999999998,0.0
-0.030781018,-0.17517787,5.1099999999999905,13.375,0.0
-0.12565947,-0.1856575,5.122499999999988,14.374999999999998,0.0
-0.23779412,-0.17447072,5.112500000000001,15.374999999999998,0.0
-0.35820097,-0.1491555,5.11999999999999,16.375,0.0
-0.47550607,-0.11275339,5.039999999999991,17.375,0.0
-0.57819265,-0.071686655,4.849999999999993,18.375,0.0
-0.6631597,-0.027102858,4.987499999999995,19.374999999999996,0.0
-0.7160774,0.013265163,4.559999999999997,20.375,0.0
-0.74779046,0.045216575,4.62499999999999,21.375,0.0
-0.74410135,0.07226986,4.32749999999999,22.375,0.0
-0.72699255,0.1066501,4.052499999999999,23.375,0.0
-0.6934247,0.20569283,12.969999999999999,0.37499999999999983,0.0
